799.013	34133
799.363	34082
799.751	34013
800.101	33912
800.489	33889
800.837	33913
801.225	34045
801.573	33873
801.96	33682
802.308	33904
802.694	33923
803.042	33885
803.428	33656
803.813	33450
804.16	33857
804.545	33628
804.891	33800
805.275	33587
805.621	33432
806.005	33568
806.35	33495
806.734	33681
807.079	33540
807.461	33516
807.806	33460
808.188	33333
808.532	33487
808.914	33547
809.295	33569
809.638	33569
810.019	33430
810.362	33315
810.742	33458
811.085	33429
811.465	33303
811.806	33429
812.186	33359
812.527	33261
812.906	33332
813.246	33045
813.625	33023
813.965	32903
814.343	32943
814.683	33074
815.06	33078
815.437	33095
815.776	32895
816.153	33208
816.491	33240
816.867	33157
817.206	33035
817.581	33135
817.919	33051
818.294	32965
818.631	33006
819.005	32864
819.342	32960
819.716	32874
820.052	32844
820.426	32924
820.799	32879
821.135	32729
821.507	32655
821.842	32767
822.214	32883
822.549	32778
822.921	32695
823.255	32749
823.626	32702
823.96	32859
824.33	33113
824.664	32865
825.034	32625
825.366	32696
825.736	32600
826.068	32647
826.437	32860
826.806	32904
827.138	32774
827.506	32569
827.837	32564
828.205	32561
828.536	32816
828.903	32628
829.233	32547
829.6	32542
829.93	32668
830.296	32611
830.626	32608
830.991	32712
831.32	32660
831.685	32627
832.05	32620
832.379	32548
832.743	32450
833.071	32223
833.435	32567
833.762	32767
834.126	32607
834.453	32369
834.815	32483
835.142	32622
835.504	32579
835.83	32565
836.192	32634
836.518	32403
836.879	32428
837.204	32434
837.565	32567
837.926	32569
838.25	32489
838.611	32429
838.935	32410
839.294	32405
839.618	32334
839.977	32432
840.3	32562
840.659	32491
840.981	32518
841.34	32482
841.662	32371
842.02	32409
842.341	32553
842.698	32442
843.055	32398
843.376	32342
843.733	32184
844.054	32327
844.41	32117
844.73	32402
845.085	32195
845.405	32158
845.76	32305
846.079	32452
846.434	32375
846.753	32269
847.107	32217
847.425	32237
847.779	32284
848.097	32310
848.45	32267
848.802	32150
849.12	32231
849.472	32156
849.789	32255
850.141	32232
850.457	32084
850.809	32063
851.125	32230
851.475	32148
851.791	32022
852.141	32183
852.456	32348
852.806	32184
853.121	32066
853.47	32143
853.82	32325
854.134	32294
854.482	32376
854.796	32563
855.144	32616
855.457	32751
855.805	32789
856.118	32829
856.465	33133
856.777	33221
857.124	33051
857.436	33186
857.782	32831
858.094	33055
858.44	32836
858.751	32677
859.096	32702
859.441	32566
859.751	32325
860.096	32153
860.406	32101
860.75	32096
861.06	32091
861.403	32111
861.712	32052
862.055	31894
862.364	31859
862.707	31865
863.015	32079
863.357	31765
863.665	31865
864.007	31542
864.348	31801
864.656	31854
864.997	31779
865.303	31855
865.644	31861
865.95	31864
866.29	31704
866.596	31756
866.936	31779
867.242	31734
867.581	31745
867.886	31735
868.225	31787
868.529	31794
868.867	31976
869.172	31949
869.509	31791
869.847	31697
870.151	31805
870.488	31885
870.791	31795
871.127	31790
871.43	31731
871.766	31699
872.069	31747
872.404	31776
872.706	31608
873.042	31558
873.343	31702
873.678	31843
873.979	31976
874.313	31790
874.647	31876
874.948	31939
875.281	31873
875.581	31719
875.915	31862
876.214	31937
876.547	31868
876.846	31855
877.178	31832
877.477	31723
877.809	31770
878.107	31839
878.439	31765
878.737	31741
879.068	31825
879.365	31723
879.696	31525
880.026	31677
880.323	31709
880.653	31792
880.949	31612
881.278	31768
881.574	31641
881.903	31630
882.199	31739
882.527	31726
882.823	31528
883.151	31424
883.446	31473
883.773	31449
884.068	31392
884.395	31474
884.721	31418
885.015	31152
885.342	31375
885.635	31243
885.961	31533
886.254	31198
886.58	31196
886.872	31363
887.197	31104
887.49	31060
887.814	31120
888.106	31143
888.43	31158
888.722	31139
889.045	31087
889.336	31023
889.66	30900
889.983	30893
890.273	31012
890.596	30876
890.886	30890
891.208	30627
891.497	30845
891.819	30627
892.108	30695
892.43	30832
892.719	30856
893.039	30763
893.328	30745
893.648	30716
893.936	30607
894.256	30710
894.576	30735
894.863	30753
895.183	30682
895.47	30714
895.788	30602
896.075	30538
896.393	30632
896.68	30601
896.998	30530
897.284	30501
897.601	30547
897.887	30547
898.204	30470
898.489	30497
898.805	30667
899.09	30706
899.406	30391
899.722	30379
900.006	30420
900.322	30400
900.606	30393
900.921	30403
901.204	30344
901.519	30425
901.802	30434
902.116	30344
902.399	30404
902.712	30521
902.995	30392
903.308	30288
903.59	30474
903.903	30260
904.215	30509
904.497	30404
904.809	30446
905.09	30505
905.402	30247
905.682	30255
905.993	30407
906.274	30534
906.585	30527
906.864	30342
907.175	30238
907.454	30354
907.764	30518
908.043	30638
908.353	30345
908.631	30618
908.941	30567
909.25	30618
909.528	30671
909.836	30688
910.114	30601
910.422	30584
910.699	30593
911.007	30501
911.284	30541
911.591	30579
911.868	30816
912.175	30492
912.451	30622
912.757	30445
913.033	30516
913.339	30575
913.645	30591
913.92	30520
914.226	30409
914.5	30392
914.805	30425
915.08	30361
915.384	30332
915.658	30309
915.963	30282
916.236	30420
916.54	30424
916.813	30266
917.117	30117
917.389	30264
917.692	30280
917.965	30157
918.267	30121
918.57	30180
918.842	30224
919.144	30177
919.415	30103
919.717	30048
919.988	30142
920.289	30160
920.56	30106
920.86	30161
921.131	30363
921.431	30301
921.701	30205
922.001	30238
922.271	30174
922.57	30146
922.869	30329
923.139	30281
923.437	30250
923.706	30333
924.004	30154
924.273	30176
924.571	30463
924.839	30566
925.136	30473
925.404	30426
925.701	30568
925.969	30718
926.265	30493
926.532	30267
926.829	30344
927.095	30472
927.391	30411
927.687	30499
927.953	30446
928.248	30336
928.514	30477
928.809	30605
929.074	30519
929.369	30475
929.634	30501
929.928	30521
930.192	30650
930.486	30504
930.75	30449
931.044	30654
931.307	30520
931.6	30628
931.893	30792
932.156	30773
932.449	30776
932.711	30925
933.003	31021
933.266	31160
933.557	30977
933.82	31113
934.111	31314
934.373	31425
934.663	31439
934.925	31454
935.215	31431
935.476	31353
935.766	31392
936.056	31588
936.316	31577
936.606	31500
936.866	31495
937.155	31491
937.415	31377
937.703	31354
937.963	31297
938.251	31203
938.51	31268
938.798	31298
939.057	31111
939.344	31103
939.602	31292
939.889	31252
940.147	31186
940.434	31194
940.72	31192
940.978	31091
941.264	31028
941.521	30930
941.807	30769
942.063	30749
942.349	30904
942.605	30826
942.89	30814
943.146	30679
943.43	30869
943.686	30924
943.97	30722
944.226	30760
944.509	30818
944.793	30818
945.047	30773
945.331	30651
945.585	30795
945.868	30889
